photo_id,title,description,tags,faves,short_description,area
900574,Albert Dock Town Square,"A famous tourist destination in England known for its architecture, history, and culture.","England, Liverpool, Tourism, Architecture",11019,"A famous tourist destination in England known for its architecture, history, and culture.",Liverpool
900575,Albert Dock Heritage Site,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Liverpool, Tourism, Architecture",6625,A well-known England tourism landmark offering memorable experiences and local culture.,Liverpool
900576,Albert Dock Cultural Centre,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Liverpool, Tourism, Urban",1052,A well-known England tourism landmark offering memorable experiences and local culture.,Liverpool
900577,Albert Dock Viewpoint,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Liverpool, Tourism, History",12974,A well-known England tourism landmark offering memorable experiences and local culture.,Liverpool
900578,Albert Dock Cathedral,"A famous tourist destination in England known for its architecture, history, and culture.","England, Liverpool, Tourism, Architecture",8271,"A famous tourist destination in England known for its architecture, history, and culture.",Liverpool
900579,Albert Dock Castle,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Liverpool, Tourism, Architecture",9529,"Visitors from around the world travel here for photography, heritage, and exploration.",Liverpool
900580,Albert Dock Bridge,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Liverpool, Tourism, Urban",1539,One of England's most visited attractions with strong tourism and sightseeing appeal.,Liverpool
900581,Albert Dock Art Gallery,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Liverpool, Tourism, Heritage",5532,One of England's most visited attractions with strong tourism and sightseeing appeal.,Liverpool
900582,Albert Dock Adventure Trail,"A famous tourist destination in England known for its architecture, history, and culture.","England, Liverpool, Tourism, Heritage",8880,"A famous tourist destination in England known for its architecture, history, and culture.",Liverpool
900583,Albert Dock Tourism Hub,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Liverpool, Tourism, Heritage",10158,"Visitors from around the world travel here for photography, heritage, and exploration.",Liverpool
900584,The Beatles Story Historic Quarter,"A famous tourist destination in England known for its architecture, history, and culture.","England, Liverpool, Tourism, Culture",15264,"A famous tourist destination in England known for its architecture, history, and culture.",Liverpool
900585,The Beatles Story Museum,"A famous tourist destination in England known for its architecture, history, and culture.","England, Liverpool, Tourism, Architecture",2087,"A famous tourist destination in England known for its architecture, history, and culture.",Liverpool
900586,The Beatles Story Gardens,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Liverpool, Tourism, Heritage",17277,"Visitors from around the world travel here for photography, heritage, and exploration.",Liverpool
